	Книга	Глава	Склонность к диалогам	Степень эгоцентризма	Сложность предложения	Средняя длина предложения	Склонность к действию	Склонность к описанию деталей	Склонность к уклонению	Склонность говорить от 3 лица
285	Лукьяненко Императоры иллюзии?.txt	1	0,434782609	0,0063593	0,139109698	11,43636364	0,005564388	0,016693164	0	0,008744038
286	Лукьяненко Императоры иллюзии?.txt	2	0,388888889	0	0,128342246	10,78846154	0,005347594	0,017825312	0	0,017825312
287	Лукьяненко Императоры иллюзии?.txt	3	0,568627451	0,000868056	0,099826389	8,930232558	0,002604167	0,008680556	0,034482759	0,011284722
288	Лукьяненко Императоры иллюзии?.txt	4	0,575342466	0,015010722	0,096497498	9,084415584	0,003573981	0,015010722	0,119047619	0,010007148
289	Лукьяненко Императоры иллюзии?.txt	5	0,75	0,006962576	0,045256745	8,448529412	0,006092254	0,006092254	0,027777778	0,015665796
290	Лукьяненко Императоры иллюзии?.txt	6	0,630769231	0,011511896	0,07904835	9,723880597	0,003069839	0,017651573	0,073170732	0,012279355
291	Лукьяненко Императоры иллюзии?.txt	7	0,752941176	0,012236574	0,049626105	8,127071823	0,005438477	0,007477906	0,046875	0,012236574
292	Лукьяненко Императоры иллюзии?.txt	8	0,5	0,004322767	0,118876081	10,05797101	0,002881844	0,012247839	0	0,009365994
293	Лукьяненко Императоры иллюзии?.txt	9	0,716666667	0,019904459	0,059713376	7,218390805	0,006369427	0,011942675	0,046511628	0,011146497
294	Лукьяненко Императоры иллюзии?.txt	10	0,8125	0,022458629	0,037825059	7,421052632	0,007092199	0,007092199	0,128205128	0,010638298
295	Лукьяненко Императоры иллюзии?.txt	11	0,692307692	0,010648596	0,05517909	9,745283019	0,009680542	0,005808325	0	0,002904163
296	Лукьяненко Императоры иллюзии?.txt	12	0,733333333	0,017699115	0,063211125	6,938596491	0,01011378	0,003792668	0	0,006321113
297	Лукьяненко Императоры иллюзии?.txt	13	0,769230769	0,010011123	0,062291435	8,099099099	0,004449388	0,014460512	0,05	0,010011123
298	Лукьяненко Императоры иллюзии?.txt	14	0,62	0,010403121	0,093628088	9,37804878	0,00520156	0,010403121	0	0,010403121
299	Лукьяненко Императоры иллюзии?.txt	15	0,80952381	0,029259897	0,032702238	7,448717949	0,005163511	0,006884682	0,029411765	0,012048193
300	Лукьяненко Императоры иллюзии?.txt	16	0,5	0,017857143	0,160714286	6,222222222	0	0,017857143	0	0,017857143
301	Лукьяненко Императоры иллюзии?.txt	17	0	0	0,278481013	8,777777778	0,025316456	0	0	0
302	Лукьяненко Императоры иллюзии?.txt	18	0	0	0,083333333	6	0	0	0	0
303	Буркин Бриллиантовыи? дождь.txt	1	0,761363636	0,031704095	0,043593131	8,458100559	0,00990753	0,010568032	0,029850746	0,00990753
304	Буркин Бриллиантовыи? дождь.txt	2	0,585858586	0,050670641	0,111773472	9,362790698	0,003477397	0,008445107	0,017241379	0,003974168
305	Буркин Бриллиантовыи? дождь.txt	3	0,572519084	0,045380875	0,115721232	9,264264264	0,005510535	0,009076175	0,026666667	0,011345219
306	Буркин Бриллиантовыи? дождь.txt	4	0,712	0,02587269	0,04476386	9,779116466	0,004106776	0,00698152	0,02247191	0,011909651
307	Буркин Бриллиантовыи? дождь.txt	5	0,805309735	0,018779343	0,037949922	10,69456067	0,006651017	0,008607199	0,021978022	0,011737089
308	Буркин Бриллиантовыи? дождь.txt	6	0,833333333	0,039880359	0,042871386	8,088709677	0,010967099	0,012961117	0	0,010967099
309	Буркин Бриллиантовыи? дождь.txt	7	0,669724771	0,031644444	0,090311111	11,11660079	0,008711111	0,011911111	0,047945205	0,013866667
310	Буркин Бриллиантовыи? дождь.txt	8	0,318181818	0,00968523	0,152542373	10,325	0,004842615	0,014527845	0	0,026634383
311	Буркин Бриллиантовыи? дождь.txt	9	0,531914894	0,01217862	0,121109608	11,02985075	0,0067659	0,00811908	0	0,00947226
312	Буркин Бриллиантовыи? дождь.txt	10	0,28125	0,012900848	0,166605234	12,98086124	0,004054552	0,008109104	0	0,01105787
313	Буркин Бриллиантовыи? дождь.txt	11	0,68	0,027767065	0,065561126	9,639405204	0,005399152	0,009641342	0,011764706	0,013497879
314	Буркин Бриллиантовыи? дождь.txt	12	0,674418605	0,036041539	0,086744044	10,10493827	0,01038485	0,010995724	0,017241379	0,01893708
315	Буркин Бриллиантовыи? дождь.txt	13	0,636363636	0,033495146	0,107281553	8,583333333	0,013106796	0,010194175	0,035714286	0,023300971
316	Буркин Бриллиантовыи? дождь.txt	14	0,648351648	0,030120482	0,098393574	8,586206897	0,006024096	0,012048193	0	0,024598394
317	Буркин Бриллиантовыи? дождь.txt	15	0,491525424	0,033913043	0,132173913	12,23404255	0,006956522	0,010434783	0	0,013043478
318	Буркин Бриллиантовыи? дождь.txt	16	0,444444444	0,0234375	0,143554688	12,48780488	0,005859375	0,008789063	0	0,012695313
319	Буркин Бриллиантовыи? дождь.txt	17	0,7	0,051833123	0,120101138	7,462264151	0,01011378	0,006321113	0,119047619	0,022756005
320	Буркин Бриллиантовыи? дождь.txt	18	0,522727273	0,029411765	0,153297683	13,35714286	0,012477718	0,00802139	0,043478261	0,025846702
321	Буркин Бриллиантовыи? дождь.txt	19	0,684782609	0,057847321	0,083926031	8,538461538	0,007112376	0,012802276	0,031746032	0,025604552
322	Буркин Бриллиантовыи? дождь.txt	20	0,609375	0,017655367	0,07980226	10,33576642	0,005649718	0,004237288	0	0,014830508
323	Буркин Бриллиантовыи? дождь.txt	21	0,620155039	0,028794038	0,097899729	10,50533808	0,007113821	0,014566396	0,0125	0,018292683
324	Буркин Бриллиантовыи? дождь.txt	22	0,666666667	0,047619048	0,080652081	11,655	0,009438009	0,011583012	0,02173913	0,018876019
325	Буркин Бриллиантовыи? дождь.txt	23	0,62345679	0,032707775	0,083378016	9,164619165	0,005630027	0,013672922	0,01980198	0,01233244
326	Буркин Бриллиантовыи? дождь.txt	24	0,6328125	0,037237237	0,103603604	10,74193548	0,005705706	0,01021021	0,012345679	0,018618619
327	Буркин Бриллиантовыи? дождь.txt	25	0,130434783	0,036130536	0,138694639	12,61764706	0,008158508	0,01981352	0	0,01981352
328	Буркин Бриллиантовыи? дождь.txt	26	0,6	0,046230441	0,122332859	9,696551724	0,008534851	0,009957326	0	0,019914651
329	Буркин Бриллиантовыи? дождь.txt	27	0,642857143	0,029917726	0,096484667	9,157534247	0,008227375	0,013462977	0	0,025430067
330	Буркин Бриллиантовыи? дождь.txt	28	0,653061224	0,039829303	0,09601707	11,43089431	0,0056899	0,007823613	0	0,011379801
331	Буркин Бриллиантовыи? дождь.txt	29	0,741935484	0,040909091	0,062337662	10,26666667	0,009090909	0,01038961	0,02173913	0,016883117
332	Буркин Бриллиантовыи? дождь.txt	30	0,492957746	0,037172775	0,140314136	10	0,005759162	0,016753927	0,028571429	0,02617801
333	Буркин Бриллиантовыи? дождь.txt	31	0,460674157	0,042963885	0,139476961	11,03780069	0,005603985	0,012141968	0	0,01867995
334	Буркин Бриллиантовыи? дождь.txt	32	0	0,011070111	0,197416974	16,9375	0,005535055	0	0	0,001845018
335	Буркин Бриллиантовыи? дождь.txt	33	0,489795918	0,039099526	0,155805687	11,10526316	0,01007109	0,011848341	0	0,013033175
336	Буркин Бриллиантовыи? дождь.txt	34	0,454545455	0,011990408	0,131894484	10,69230769	0,004796163	0,008393285	0	0,013189448
337	Буркин Бриллиантовыи? дождь.txt	35	0,640625	0,044659022	0,131563066	10,48734177	0,010863005	0,007242004	0,024390244	0,014484007
338	Буркин Бриллиантовыи? дождь.txt	36	0,5	0,015376167	0,140582098	10,00549451	0,005491488	0,013179572	0,0625	0,015925316
339	Буркин Бриллиантовыи? дождь.txt	37	0,603773585	0,039140445	0,100537222	7,993865031	0,002302379	0,010744436	0,03125	0,012279355
340	Буркин Бриллиантовыи? дождь.txt	38	0,442176871	0,033829499	0,147496617	12,35097493	0,00654037	0,01172756	0,015384615	0,0135318
341	Буркин Бриллиантовыи? дождь.txt	39	0	0,025641026	0,192307692	11,14285714	0	0,010683761	0	0,006410256
342	Буркин Бриллиантовыи? дождь.txt	40	0,884615385	0,01179941	0,026548673	42,375	0	0,005899705	0	0
343	Буркин Бриллиантовыи? дождь.txt	41	0	0	0,25	6,666666667	0,016666667	0	0	0
344	Буркин Бриллиантовыи? дождь.txt	42	0	0	0,142857143	7	0	0	0	0
345	Буркин Бриллиантовыи? дождь.txt	43	0	0	0,142857143	4,666666667	0	0	0	0
346	Буркин Бриллиантовыи? дождь.txt	44	0	0,088888889	0,2	7,5	0	0	0	0
347	Буркин Бриллиантовыи? дождь.txt	45	0	0,043478261	0	11,5	0	0	0	0
348	Буркин Бриллиантовыи? дождь.txt	46	0	0	0,15	5	0	0	0	0
349	Буркин Бриллиантовыи? дождь.txt	47	0	0	0,142857143	7	0	0	0	0
350	Буркин Бриллиантовыи? дождь.txt	48	0	0	0,133333333	5	0	0	0	0
351	Буркин Бриллиантовыи? дождь.txt	49	0	0	0,142857143	7	0	0	0	0
352	Буркин Бриллиантовыи? дождь.txt	50	0	0,095238095	0,095238095	7	0	0	0	0
353	Буркин Бриллиантовыи? дождь.txt	51	0	0,055555556	0,166666667	6	0	0	0	0
354	Буркин Бриллиантовыи? дождь.txt	52	0	0	0,142857143	7	0	0	0	0
355	Буркин Бриллиантовыи? дождь.txt	53	0	0	0,0625	8	0	0	0	0
356	Буркин Бриллиантовыи? дождь.txt	54	0	0	0,071428571	7	0	0	0	0
357	Буркин Бриллиантовыи? дождь.txt	55	0	0	0,142857143	7	0	0	0	0
358	Буркин Бриллиантовыи? дождь.txt	56	0	0	0,142857143	7	0	0	0	0
359	Буркин Бриллиантовыи? дождь.txt	57	0	0	0,181818182	3,666666667	0	0	0	0
360	Буркин Бриллиантовыи? дождь.txt	58	0,5	0	0	7	0	0	0	0
361	Буркин Бриллиантовыи? дождь.txt	59	0	0	0,090909091	5,5	0	0	0	0
362	Буркин Бриллиантовыи? дождь.txt	60	0	0	0,235294118	4,25	0	0	0	0
363	Буркин Бриллиантовыи? дождь.txt	61	0	0	0,142857143	7	0	0	0	0
364	Буркин Бриллиантовыи? дождь.txt	62	0	0	0,142857143	7	0	0	0	0
365	Буркин Бриллиантовыи? дождь.txt	63	0	0	0,083333333	6	0	0	0	0
366	Буркин Бриллиантовыи? дождь.txt	64	0	0	0,142857143	7	0	0	0	0
367	Буркин Бриллиантовыи? дождь.txt	65	0	0	0,142857143	7	0	0	0	0
368	Буркин Бриллиантовыи? дождь.txt	66	0	0	0,142857143	7	0	0	0	0
369	Буркин Бриллиантовыи? дождь.txt	67	0	0	0,166666667	6	0	0	0	0
370	Буркин Бриллиантовыи? дождь.txt	68	0	0	0,083333333	6	0	0	0	0
371	Буркин Бриллиантовыи? дождь.txt	69	0	0	0,090909091	5,5	0	0	0	0
372	Буркин Бриллиантовыи? дождь.txt	70	0	0	0,142857143	7	0	0	0	0
373	Буркин Бриллиантовыи? дождь.txt	71	0	0	0,181818182	3,666666667	0	0	0	0
374	Буркин Бриллиантовыи? дождь.txt	72	0	0	0,166666667	4	0	0	0	0
375	Буркин Бриллиантовыи? дождь.txt	73	0	0,058823529	0,117647059	5,666666667	0	0	0	0
376	Буркин Бриллиантовыи? дождь.txt	74	0	0	0,166666667	4	0	0	0	0
377	Буркин Бриллиантовыи? дождь.txt	75	0	0	0,153846154	4,333333333	0	0	0	0
378	Буркин Бриллиантовыи? дождь.txt	76	0	0	0,230769231	4,333333333	0	0	0	0
379	Буркин Бриллиантовыи? дождь.txt	77	0	0	0,217391304	5,75	0	0,043478261	0	0
380	Буркин Бриллиантовыи? дождь.txt	78	0	0	0,28	5	0	0	0	0
381	Буркин Бриллиантовыи? дождь.txt	79	0	0,08	0,2	5	0	0	0	0
382	Буркин Бриллиантовыи? дождь.txt	80	0	0,043478261	0,217391304	4,6	0	0	0	0
383	Буркин Бриллиантовыи? дождь.txt	81	0	0	0,153846154	4,333333333	0	0	0	0
384	Буркин Бриллиантовыи? дождь.txt	82	0	0	0,083333333	6	0	0	0	0
385	Буркин Бриллиантовыи? дождь.txt	83	0	0,076923077	0,076923077	6,5	0	0	0	0
386	Буркин Бриллиантовыи? дождь.txt	84	0	0	0,181818182	3,666666667	0	0	0	0
387	Буркин Бриллиантовыи? дождь.txt	85	0	0	0,076923077	6,5	0	0	0	0
388	Буркин Бриллиантовыи? дождь.txt	86	0	0	0,083333333	6	0	0	0	0
389	Буркин Бриллиантовыи? дождь.txt	87	0	0	0,136363636	5,5	0	0	0	0
390	Буркин Бриллиантовыи? дождь.txt	88	0	0	0,083333333	6	0	0	0	0
391	Буркин Бриллиантовыи? дождь.txt	89	0	0	0,083333333	6	0	0	0	0
392	Лукьяненко и Буркин Остров Русь.txt	1	0	0	0,071428571	18,66666667	0	0	0	0
393	Лукьяненко и Буркин Остров Русь.txt	2	0,428571429	0	0,072916667	10,66666667	0,03125	0	0	0
394	Лукьяненко и Буркин Остров Русь.txt	3	0,573248408	0,010017271	0,100863558	8,907692308	0,005872193	0,00656304	0,033333333	0,008981002
395	Лукьяненко и Буркин Остров Русь.txt	4	0,692307692	0,016280016	0,066341066	9,033088235	0,004884005	0,013838014	0,022222222	0,008954009
396	Лукьяненко и Буркин Остров Русь.txt	5	0,628865979	0,013274336	0,069321534	10,87700535	0,004916421	0,013765978	0	0,013274336
397	Лукьяненко и Буркин Остров Русь.txt	6	0,75	0,020725389	0,036593264	9,961290323	0,004533679	0,015544041	0,028571429	0,012305699
398	Лукьяненко и Буркин Остров Русь.txt	7	0,6	0,016806723	0,063492063	13,73076923	0,006535948	0,014939309	0	0,012138189
399	Лукьяненко и Буркин Остров Русь.txt	8	0	0	0,3	5	0	0	0	0
400	Лукьяненко Лабиринт отражении?.txt	1	0	0	0,333333333	3,75	0	0	0	0
401	Лукьяненко Лабиринт отражении?.txt	2	0	0,014925373	0,231343284	7,444444444	0	0,007462687	0	0,014925373
402	Лукьяненко Лабиринт отражении?.txt	3	0,485	0,02907058	0,127044025	8,271676301	0,006429071	0,005590496	0,010309278	0,007686932
403	Лукьяненко Лабиринт отражении?.txt	4	0	0	0,185542169	12,20588235	0,003614458	0,009638554	0	0,025301205
404	Лукьяненко Лабиринт отражении?.txt	5	0,549618321	0,025764439	0,119762174	7,563169165	0,00594564	0,006511891	0,034722222	0,009060023
405	Лукьяненко Лабиринт отражении?.txt	6	0,43220339	0,023483366	0,113502935	8,476303318	0,005591278	0,005591278	0,058823529	0,005591278
406	Лукьяненко Лабиринт отражении?.txt	7	0,222222222	0,031062124	0,175350701	10,50526316	0,006012024	0,006012024	0,1	0,007014028
407	Лукьяненко Лабиринт отражении?.txt	8	0,74796748	0,027348395	0,054102259	7,610859729	0,011890606	0,003567182	0,043478261	0,008917955
408	Лукьяненко Лабиринт отражении?.txt	9	0,492307692	0,028144239	0,135444151	8,54887218	0,01055409	0,004397537	0	0,004397537
409	Лукьяненко Лабиринт отражении?.txt	10	0	0,008810573	0,201174743	11,35	0,005873715	0,004405286	0	0,002936858
410	Лукьяненко Лабиринт отражении?.txt	11	0,49382716	0,025041736	0,11769616	6,845714286	0,006677796	0,004173623	0	0,013355593
411	Лукьяненко Лабиринт отражении?.txt	12	0,662337662	0,010028653	0,083810888	7,842696629	0,010744986	0,011461318	0,098039216	0,013610315
412	Лукьяненко Лабиринт отражении?.txt	13	0,56097561	0,014376997	0,137380192	7,452380952	0,00798722	0,004792332	0,086956522	0,003194888
413	Лукьяненко Лабиринт отражении?.txt	14	0	0,007407407	0,17037037	11,25	0	0	0	0,014814815
414	Лукьяненко Лабиринт отражении?.txt	15	0	0	0,278481013	8,777777778	0,025316456	0	0	0
415	Буркин Цветы на нашем пепле.txt	1	0	0	0	4	0	0	0	0
416	Буркин Цветы на нашем пепле.txt	2	0,439393939	0,007090336	0,120273109	11,57446809	0,005777311	0,018907563	0,017241379	0,016544118
417	Буркин Цветы на нашем пепле.txt	3	0,37	0,005504587	0,141651376	11,03238866	0,005137615	0,024220183	0	0,033761468
418	Буркин Цветы на нашем пепле.txt	4	0,414814815	0,005671078	0,126969124	10,94482759	0,008191556	0,024889729	0,053571429	0,030245747
419	Буркин Цветы на нашем пепле.txt	5	0,432835821	0,014454165	0,113731457	10,03435115	0,004564473	0,024343857	0,017241379	0,03157094
420	Буркин Цветы на нашем пепле.txt	6	0,114285714	0,001053741	0,187565859	12,32467532	0,007376185	0,025289779	0	0,017913593
421	Буркин Цветы на нашем пепле.txt	7	0	0	0,3	5	0	0	0	0
